School Name_x,State Name,County Name,City,ZIP,School Type,Charter School,Magnet School,Urban-centric Locale,Title I Eligible,Total Students,FRL,American Indian/Alaska Native,Asian,Hispanic,Black,White,Other,Multi-Race,Pupil/Teacher Ratio,Percentage of FRL,Percentage of American Indian/Alaska Native,Percentage of Asian,Percentage of Hispanic,Percentage of Black,Percentage of White,Percentage of Other,Percentage of Multi-Race,DBN,Latitude,Longitude,School Name_y,Impact Score,Performance Score
EAST BROOKLYN COMMUNITY HIGH SCHOOL,NEW YORK,Kings County,BROOKLYN,11212.0,Public,0,0,11-City: Large,1,159,119,1.0,2.0,24.0,129.0,3.0,0.0,0.0,9.5,74.84276729559748,0.628930817610063,1.257861635220126,15.09433962264151,81.13207547169812,1.8867924528301887,0.0,0.0,18K673,40.65991,-73.920661,East Brooklyn Community High School,0.51,0.59
EAST ELMHURST COMMUNITY SCHOOL,NEW YORK,Queens County,EAST ELMHURST,11369.0,Public,0,0,11-City: Large,1,240,234,2.0,6.0,205.0,18.0,9.0,0.0,0.0,15.12,97.5,0.8333333333333334,2.5,85.41666666666666,7.5,3.75,0.0,0.0,30Q329,40.761663,-73.871987,East Elmhurst Community School,0.49,0.4
EAST FORDHAM ACADEMY FOR THE ARTS,NEW YORK,Bronx County,BRONX,10468.0,Public,0,0,11-City: Large,1,325,305,1.0,7.0,272.0,41.0,4.0,0.0,0.0,15.68,93.84615384615384,0.3076923076923077,2.1538461538461537,83.6923076923077,12.615384615384615,1.2307692307692308,0.0,0.0,10X459,40.85958,-73.900443,,,
EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL,NEW YORK,New York County,NEW YORK,10029.0,Public,1,0,11-City: Large,1,325,0,4.0,2.0,211.0,93.0,6.0,0.0,9.0,0.0,0.0,1.2307692307692308,0.6153846153846154,64.92307692307693,28.615384615384613,1.8461538461538463,0.0,2.769230769230769,84M518,40.793703,-73.948683,East Harlem Scholars Academy Charter School,0.32,0.31
EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL,NEW YORK,New York County,NEW YORK,10029.0,Public,1,0,11-City: Large,1,325,0,4.0,2.0,211.0,93.0,6.0,0.0,9.0,0.0,0.0,1.2307692307692308,0.6153846153846154,64.92307692307693,28.615384615384613,1.8461538461538463,0.0,2.769230769230769,84M518,40.793703,-73.948683,East Harlem Scholars Academy Charter School,0.25,0.28
EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL II,NEW YORK,New York County,NEW YORK,10029.0,Public,1,0,11-City: Large,1,214,0,0.0,8.0,135.0,60.0,7.0,0.0,4.0,0.0,0.0,0.0,3.7383177570093453,63.084112149532714,28.037383177570092,3.2710280373831773,0.0,1.8691588785046727,84M168,40.793703,-73.948683,East Harlem Scholars Academy Charter School II,0.44,0.34
EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,NEW YORK,Kings County,BROOKLYN,11208.0,Public,0,0,11-City: Large,1,568,435,3.0,14.0,204.0,340.0,6.0,0.0,1.0,15.54,76.58450704225352,0.528169014084507,2.464788732394366,35.91549295774648,59.859154929577464,1.056338028169014,0.0,0.17605633802816903,19K677,40.669573,-73.87923,East New York Elementary School of Excellence,0.32,0.29
EAST NEW YORK FAMILY ACADEMY,NEW YORK,Kings County,BROOKLYN,11207.0,Public,0,0,11-City: Large,1,488,350,6.0,12.0,149.0,316.0,4.0,0.0,1.0,14.86,71.72131147540983,1.2295081967213115,2.459016393442623,30.532786885245898,64.75409836065575,0.819672131147541,0.0,0.20491803278688525,19K409,40.660781,-73.886441,East New York Family Academy,0.34,0.38
EAST NEW YORK FAMILY ACADEMY,NEW YORK,Kings County,BROOKLYN,11207.0,Public,0,0,11-City: Large,1,488,350,6.0,12.0,149.0,316.0,4.0,0.0,1.0,14.86,71.72131147540983,1.2295081967213115,2.459016393442623,30.532786885245898,64.75409836065575,0.819672131147541,0.0,0.20491803278688525,19K409,40.660781,-73.886441,East New York Family Academy,0.42,0.5
EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,NEW YORK,Kings County,BROOKLYN,11208.0,Public,0,0,11-City: Large,1,259,214,0.0,10.0,95.0,152.0,1.0,0.0,1.0,13.83,82.62548262548263,0.0,3.861003861003861,36.67953667953668,58.68725868725869,0.3861003861003861,0.0,0.3861003861003861,19K678,40.669573,-73.87923,East New York Middle School of Excellence,0.38,0.28
EAST SIDE COMMUNITY SCHOOL,NEW YORK,New York County,NEW YORK,10009.0,Public,0,0,11-City: Large,1,679,473,9.0,73.0,362.0,140.0,79.0,0.0,16.0,13.9,69.66126656848306,1.3254786450662739,10.751104565537556,53.31369661266569,20.618556701030926,11.634756995581737,0.0,2.3564064801178204,01M450,40.729227,-73.982442,East Side Community School,0.49,0.5
EAST SIDE COMMUNITY SCHOOL,NEW YORK,New York County,NEW YORK,10009.0,Public,0,0,11-City: Large,1,679,473,9.0,73.0,362.0,140.0,79.0,0.0,16.0,13.9,69.66126656848306,1.3254786450662739,10.751104565537556,53.31369661266569,20.618556701030926,11.634756995581737,0.0,2.3564064801178204,01M450,40.729227,-73.982442,East Side Community School,0.78,0.72
EAST SIDE ELEMENTRAY SCHOOL-PS 267,NEW YORK,New York County,NEW YORK,10065.0,Public,0,0,11-City: Large,0,372,24,0.0,38.0,28.0,6.0,292.0,0.0,8.0,13.12,6.451612903225806,0.0,10.21505376344086,7.526881720430108,1.6129032258064515,78.49462365591397,0.0,2.1505376344086025,02M267,40.76401,-73.963531,"East Side Elementary School, PS 267",0.74,0.86
EAST SIDE MIDDLE SCHOOL,NEW YORK,Kings County,NEW YORK,10028.0,Public,0,0,11-City: Large,0,441,40,15.0,66.0,40.0,13.0,289.0,0.0,18.0,15.24,9.070294784580499,3.4013605442176873,14.965986394557824,9.070294784580499,2.947845804988662,65.5328798185941,0.0,4.081632653061225,02M114,40.65742,-73.923421,East Side Middle School,0.56,0.92
EAST VILLAGE COMMUNITY SCHOOL (THE),NEW YORK,New York County,NEW YORK,10009.0,Public,0,0,11-City: Large,0,296,64,1.0,28.0,61.0,26.0,162.0,0.0,18.0,12.95,21.62162162162162,0.33783783783783783,9.45945945945946,20.60810810810811,8.783783783783784,54.729729729729726,0.0,6.081081081081082,01M315,40.727688,-73.978441,The East Village Community School,0.51,0.61
EAST WILLIAMSBURG SCHOLARS ACADEMY,NEW YORK,Kings County,BROOKLYN,11211.0,Public,0,0,11-City: Large,1,508,385,0.0,4.0,269.0,215.0,9.0,0.0,11.0,15.62,75.78740157480314,0.0,0.7874015748031495,52.95275590551181,42.322834645669296,1.7716535433070866,0.0,2.1653543307086616,14K477,40.711887,-73.939469,East Williamsburg Scholars Academy,0.37,0.33
EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,NEW YORK,Queens County,FLUSHING,11355.0,Public,0,0,11-City: Large,1,679,558,1.0,452.0,120.0,68.0,30.0,0.0,8.0,12.6,82.17967599410898,0.14727540500736377,66.56848306332842,17.673048600883654,10.014727540500736,4.418262150220913,0.0,1.1782032400589102,25Q281,40.749633,-73.821597,East-West School of International Studies,0.54,0.87
EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,NEW YORK,Queens County,FLUSHING,11355.0,Public,0,0,11-City: Large,1,679,558,1.0,452.0,120.0,68.0,30.0,0.0,8.0,12.6,82.17967599410898,0.14727540500736377,66.56848306332842,17.673048600883654,10.014727540500736,4.418262150220913,0.0,1.1782032400589102,25Q281,40.749633,-73.821597,East-West School of International Studies,0.59,0.69
EBBETS FIELD MIDDLE SCHOOL,NEW YORK,Kings County,BROOKLYN,11225.0,Public,0,0,11-City: Large,1,190,183,0.0,5.0,56.0,121.0,8.0,0.0,0.0,8.66,96.3157894736842,0.0,2.631578947368421,29.47368421052631,63.68421052631579,4.2105263157894735,0.0,0.0,17K352,40.66488,-73.959598,Ebbets Field Middle School,0.54,0.43
EBC HIGH SCHOOL FOR PUBLIC SERVICE-BUSHWICK,NEW YORK,Kings County,BROOKLYN,11221.0,Public,0,0,11-City: Large,1,521,488,2.0,2.0,470.0,44.0,3.0,0.0,0.0,16.29,93.66602687140116,0.3838771593090211,0.3838771593090211,90.21113243761995,8.445297504798464,0.5758157389635317,0.0,0.0,32K545,40.694732,-73.929245,EBC High School for Public Service - Bushwick,0.25,0.22
EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,NEW YORK,New York County,NEW YORK,10025.0,Public,0,0,11-City: Large,1,422,383,1.0,6.0,298.0,111.0,5.0,0.0,1.0,12.09,90.75829383886256,0.23696682464454977,1.4218009478672986,70.61611374407583,26.303317535545023,1.1848341232227488,0.0,0.23696682464454977,03M505,40.797176,-73.966755,,,
EDWARD R MURROW HIGH SCHOOL,NEW YORK,Kings County,BROOKLYN,11230.0,Public,0,0,11-City: Large,0,3892,2384,10.0,997.0,819.0,886.0,1081.0,0.0,99.0,20.1,61.25385405960946,0.2569373072970195,25.61664953751285,21.043165467625897,22.76464542651593,27.77492291880781,0.0,2.5436793422404933,21K525,40.619853,-73.959004,Edward R. Murrow High School,0.41,0.56
EL PUENTE ACADEMY FOR PEACE AND JUSTICE,NEW YORK,Kings County,BROOKLYN,11211.0,Public,0,0,11-City: Large,1,246,185,2.0,1.0,210.0,24.0,3.0,0.0,6.0,16.42,75.20325203252033,0.8130081300813009,0.40650406504065045,85.36585365853658,9.75609756097561,1.2195121951219512,0.0,2.4390243902439024,14K685,40.705665,-73.955544,El Puente Academy for Peace and Justice,0.57,0.43
ELEANOR ROOSEVELT HIGH SCHOOL,NEW YORK,New York County,NEW YORK,10021.0,Public,0,0,11-City: Large,0,555,119,1.0,119.0,47.0,22.0,344.0,0.0,22.0,16.8,21.44144144144144,0.18018018018018017,21.44144144144144,8.468468468468467,3.963963963963964,61.98198198198198,0.0,3.963963963963964,02M416,40.770251,-73.953318,Eleanor Roosevelt High School,0.7,0.85
ELEMENTARY SCHOOL FOR MATH SCIENCE AND TECHNOLOGY,NEW YORK,Bronx County,BRONX,10453.0,Public,0,0,11-City: Large,1,284,272,1.0,1.0,213.0,69.0,0.0,0.0,0.0,14.2,95.77464788732394,0.35211267605633806,0.35211267605633806,75.0,24.295774647887324,0.0,0.0,0.0,10X382,40.855088,-73.90334,,,
ELIJAH STROUD MIDDLE SCHOOL,NEW YORK,Kings County,BROOKLYN,11238.0,Public,0,0,11-City: Large,1,194,161,0.0,3.0,27.0,160.0,4.0,0.0,0.0,10.84,82.9896907216495,0.0,1.5463917525773196,13.917525773195877,82.4742268041237,2.0618556701030926,0.0,0.0,17K353,40.674561,-73.96074,Elijah Stroud Middle School,0.42,0.38
ELLA BAKER SCHOOL,NEW YORK,New York County,NEW YORK,10021.0,Public,0,0,11-City: Large,0,337,133,8.0,12.0,125.0,62.0,119.0,0.0,11.0,14.26,39.46587537091988,2.3738872403560833,3.5608308605341246,37.0919881305638,18.397626112759642,35.311572700296736,0.0,3.2640949554896146,02M225,40.765468,-73.959728,Ella Baker School,0.44,0.57
ELM TREE ELEMENTARY SCHOOL,NEW YORK,Queens County,ELMHURST,11373.0,Public,0,0,11-City: Large,1,229,219,1.0,10.0,214.0,3.0,1.0,0.0,0.0,11.48,95.63318777292577,0.43668122270742354,4.366812227074235,93.44978165938865,1.3100436681222707,0.43668122270742354,0.0,0.0,24Q211,40.73586,-73.878641,Elm Tree Elementary School,0.47,0.34
EMBER CHARTER SCHOOL,NEW YORK,Kings County,BROOKLYN,11221.0,Public,1,0,11-City: Large,1,364,0,15.0,3.0,76.0,266.0,2.0,0.0,2.0,16.91,0.0,4.1208791208791204,0.8241758241758242,20.87912087912088,73.07692307692307,0.5494505494505495,0.0,0.5494505494505495,,,,,,
EMERSON SCHOOL (THE),NEW YORK,Queens County,JAMAICA,11433.0,Public,0,0,11-City: Large,1,323,230,24.0,37.0,66.0,189.0,6.0,0.0,1.0,13.55,71.20743034055728,7.430340557275541,11.455108359133128,20.43343653250774,58.51393188854489,1.8575851393188854,0.0,0.30959752321981426,28Q287,40.69692,-73.786411,The Emerson School,0.31,0.33
EMMA LAZARUS HIGH SCHOOL,NEW YORK,New York County,NEW YORK,10002.0,Public,0,0,11-City: Large,1,248,228,4.0,138.0,60.0,24.0,22.0,0.0,0.0,16.82,91.93548387096774,1.6129032258064515,55.64516129032258,24.193548387096776,9.67741935483871,8.870967741935484,0.0,0.0,02M394,40.716403,-73.993396,Emma Lazarus High School,1.04,0.83
EMOLIOR ACADEMY,NEW YORK,Bronx County,BRONX,10460.0,Public,0,0,11-City: Large,1,238,191,12.0,6.0,156.0,59.0,5.0,0.0,0.0,12.01,80.25210084033614,5.042016806722689,2.5210084033613445,65.54621848739495,24.789915966386555,2.100840336134454,0.0,0.0,12X383,40.839349,-73.880019,Emolior Academy,0.54,0.45
ENERGY TECH HIGH SCHOOL,NEW YORK,Queens County,LONG ISLAND CITY,11106.0,Public,0,0,11-City: Large,1,333,260,3.0,72.0,160.0,31.0,51.0,0.0,16.0,13.38,78.07807807807808,0.9009009009009009,21.62162162162162,48.048048048048045,9.30930930930931,15.315315315315313,0.0,4.804804804804805,30Q258,40.756722,-73.932695,Energy Tech High School,0.56,0.6
ENGLISH LANGUAGE LEARNERS-INTER SUPP,NEW YORK,New York County,BRONX,10463.0,Public,0,0,11-City: Large,1,288,254,5.0,5.0,226.0,43.0,9.0,0.0,0.0,15.22,88.19444444444444,1.7361111111111112,1.7361111111111112,78.47222222222221,14.930555555555555,3.125,0.0,0.0,,,,,,
ENTRADA ACADEMY,NEW YORK,Bronx County,BRONX,10459.0,Public,0,0,11-City: Large,1,244,237,2.0,6.0,191.0,42.0,3.0,0.0,0.0,10.62,97.1311475409836,0.819672131147541,2.459016393442623,78.27868852459017,17.21311475409836,1.2295081967213115,0.0,0.0,12X384,40.822112,-73.894393,,,
EPIC HIGH SCHOOL - NORTH,NEW YORK,Queens County,RICHMOND HILL,11418.0,Public,0,0,11-City: Large,1,176,127,5.0,36.0,72.0,37.0,9.0,0.0,17.0,19.51,72.1590909090909,2.840909090909091,20.454545454545457,40.909090909090914,21.022727272727273,5.113636363636364,0.0,9.659090909090908,27Q334,40.692907,-73.82911,Epic High School - North,0.47,0.52
EPIC HIGH SCHOOL-SOUTH,NEW YORK,Queens County,SOUTH OZONE PARK,11420.0,Public,0,0,11-City: Large,1,175,103,9.0,44.0,49.0,64.0,6.0,0.0,3.0,17.59,58.857142857142854,5.142857142857142,25.142857142857146,28.000000000000004,36.57142857142857,3.428571428571429,0.0,1.7142857142857144,27Q314,40.675385,-73.816627,Epic High School - South,0.29,0.36
EQUALITY CHARTER SCHOOL,NEW YORK,Bronx County,BRONX,10475.0,Public,1,0,11-City: Large,1,447,0,2.0,5.0,105.0,328.0,3.0,0.0,4.0,11.77,0.0,0.44742729306487694,1.1185682326621924,23.48993288590604,73.37807606263982,0.6711409395973155,0.0,0.8948545861297539,84X488,40.86407,-73.823841,The Equality Charter School,0.55,0.55
EQUALITY CHARTER SCHOOL,NEW YORK,Bronx County,BRONX,10475.0,Public,1,0,11-City: Large,1,447,0,2.0,5.0,105.0,328.0,3.0,0.0,4.0,11.77,0.0,0.44742729306487694,1.1185682326621924,23.48993288590604,73.37807606263982,0.6711409395973155,0.0,0.8948545861297539,84X488,40.86407,-73.823841,The Equality Charter School,0.5,0.49
ESMT-IS 190,NEW YORK,Bronx County,BRONX,10460.0,Public,0,0,11-City: Large,1,237,208,3.0,3.0,170.0,59.0,2.0,0.0,0.0,10.86,87.76371308016878,1.2658227848101267,1.2658227848101267,71.72995780590718,24.894514767932492,0.8438818565400843,0.0,0.0,,,,,,
ESPERANZA PREPARATORY ACADEMY,NEW YORK,New York County,NEW YORK,10029.0,Public,0,0,11-City: Large,1,586,535,1.0,8.0,480.0,86.0,11.0,0.0,0.0,11.17,91.29692832764505,0.17064846416382254,1.3651877133105803,81.91126279863481,14.675767918088736,1.877133105802048,0.0,0.0,04M372,40.792828,-73.942281,Esperanza Preparatory Academy,0.54,0.39
ESPERANZA PREPARATORY ACADEMY,NEW YORK,New York County,NEW YORK,10029.0,Public,0,0,11-City: Large,1,586,535,1.0,8.0,480.0,86.0,11.0,0.0,0.0,11.17,91.29692832764505,0.17064846416382254,1.3651877133105803,81.91126279863481,14.675767918088736,1.877133105802048,0.0,0.0,04M372,40.792828,-73.942281,Esperanza Preparatory Academy,0.34,0.25
ESSENCE SCHOOL,NEW YORK,Kings County,BROOKLYN,11207.0,Public,0,0,11-City: Large,1,124,111,0.0,5.0,25.0,85.0,9.0,0.0,0.0,7.83,89.51612903225806,0.0,4.032258064516129,20.161290322580644,68.54838709677419,7.258064516129033,0.0,0.0,,,,,,
ESSEX STREET ACADEMY,NEW YORK,New York County,NEW YORK,10002.0,Public,0,0,11-City: Large,1,355,251,5.0,20.0,153.0,135.0,28.0,0.0,14.0,14.83,70.70422535211267,1.4084507042253522,5.633802816901409,43.098591549295776,38.028169014084504,7.887323943661972,0.0,3.943661971830986,02M294,40.717375,-73.989419,Essex Street Academy,0.61,0.65
EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,NEW YORK,Kings County,BROOKLYN,11207.0,Public,0,0,11-City: Large,1,300,277,1.0,3.0,206.0,83.0,6.0,0.0,1.0,8.64,92.33333333333333,0.33333333333333337,1.0,68.66666666666667,27.666666666666668,2.0,0.0,0.33333333333333337,32K562,40.688777,-73.910489,Evergreen Middle School for Urban Exploration,0.51,0.4
EXCELLENCE BOYS CHARTER SCHOOL OF BEDFORD STUYVESANT,NEW YORK,Kings County,BROOKLYN,11233.0,Public,1,0,11-City: Large,1,806,0,5.0,17.0,62.0,710.0,8.0,0.0,4.0,12.21,0.0,0.620347394540943,2.109181141439206,7.6923076923076925,88.08933002481389,0.9925558312655087,0.0,0.49627791563275436,,,,,,
EXCELLENCE GIRLS CHARTER SCHOOL,NEW YORK,Kings County,BROOKLYN,11221.0,Public,1,0,11-City: Large,1,705,0,9.0,17.0,73.0,595.0,7.0,0.0,4.0,12.26,0.0,1.276595744680851,2.4113475177304964,10.354609929078014,84.39716312056737,0.9929078014184398,0.0,0.5673758865248227,84K712,40.688145,-73.924464,Excellence Girls Charter School,0.58,0.55
EXCELLENCE GIRLS CHARTER SCHOOL,NEW YORK,Kings County,BROOKLYN,11221.0,Public,1,0,11-City: Large,1,705,0,9.0,17.0,73.0,595.0,7.0,0.0,4.0,12.26,0.0,1.276595744680851,2.4113475177304964,10.354609929078014,84.39716312056737,0.9929078014184398,0.0,0.5673758865248227,84K712,40.688145,-73.924464,Excellence Girls Charter School,0.24,0.36
EXCELSIOR PREPARATORTY HIGH SCHOOL,NEW YORK,Queens County,SPRINGFIELD GARDENS,11413.0,Public,0,0,11-City: Large,1,507,361,6.0,20.0,36.0,424.0,8.0,0.0,13.0,18.76,71.20315581854044,1.183431952662722,3.9447731755424065,7.100591715976331,83.62919132149902,1.5779092702169626,0.0,2.564102564102564,29Q265,40.66844,-73.757796,Excelsior Preparatory High School,0.48,0.51
EXIMIUS COLLEGE PREPARATORY ACADEMY:  A COLLEGE BOARD SCHOOL,NEW YORK,Bronx County,BRONX,10456.0,Public,0,0,11-City: Large,1,435,390,2.0,6.0,233.0,188.0,3.0,0.0,3.0,14.98,89.65517241379311,0.45977011494252873,1.3793103448275863,53.5632183908046,43.2183908045977,0.6896551724137931,0.0,0.6896551724137931,09X250,40.833923,-73.902713,Eximius College Preparatory Academy: A College Board School,0.64,0.6
EXPLORATIONS ACADEMY HIGH SCHOOL,NEW YORK,Bronx County,BRONX,10460.0,Public,0,0,11-City: Large,1,359,326,1.0,7.0,249.0,96.0,6.0,0.0,0.0,13.56,90.80779944289694,0.2785515320334262,1.9498607242339834,69.35933147632312,26.740947075208915,1.6713091922005572,0.0,0.0,,,,,,
EXPLORE CHARTER SCHOOL,NEW YORK,Kings County,BROOKLYN,11226.0,Public,1,0,11-City: Large,1,521,0,6.0,0.0,62.0,440.0,0.0,0.0,13.0,11.36,0.0,1.1516314779270633,0.0,11.900191938579654,84.45297504798465,0.0,0.0,2.495201535508637,84K704,40.656367,-73.951583,Explore Charter School,0.56,0.56
EXPLORE EMPOWER CHARTER SCHOOL,NEW YORK,Kings County,BROOKLYN,11213.0,Public,1,0,11-City: Large,1,509,0,4.0,3.0,44.0,451.0,4.0,0.0,3.0,11.66,0.0,0.7858546168958742,0.5893909626719057,8.644400785854616,88.60510805500982,0.7858546168958742,0.0,0.5893909626719057,84K742,40.67271,-73.928921,Explore Empower Charter School,0.54,0.5
EXPLORE EXCEED CHARTER SCHOOL,NEW YORK,Kings County,BROOKLYN,11238.0,Public,1,0,11-City: Large,1,427,0,6.0,11.0,72.0,331.0,2.0,0.0,5.0,10.74,0.0,1.405152224824356,2.576112412177986,16.861826697892273,77.51756440281031,0.468384074941452,0.0,1.1709601873536302,84K333,40.67708,-73.960071,,,
EXPLORE EXCEL CHARTER SCHOOL,NEW YORK,Kings County,BROOKLYN,11236.0,Public,1,0,11-City: Large,1,483,0,3.0,3.0,26.0,436.0,2.0,0.0,13.0,11.58,0.0,0.6211180124223602,0.6211180124223602,5.383022774327122,90.26915113871635,0.4140786749482402,0.0,2.691511387163561,84K379,40.642596,-73.908053,Explore Excel Charter School,0.55,0.49
FACING HISTORY SCHOOL (THE),NEW YORK,New York County,NEW YORK,10019.0,Public,0,0,11-City: Large,1,404,281,0.0,8.0,266.0,114.0,10.0,0.0,6.0,11.97,69.55445544554455,0.0,1.9801980198019802,65.84158415841584,28.217821782178216,2.4752475247524752,0.0,1.4851485148514851,02M303,40.765537,-73.992941,"Facing History School, The",0.52,0.48
FAHARI ACADEMY CHARTER SCHOOL,NEW YORK,Kings County,BROOKLYN,11226.0,Public,1,0,11-City: Large,1,370,0,29.0,5.0,23.0,311.0,1.0,0.0,1.0,13.57,0.0,7.837837837837839,1.3513513513513513,6.216216216216217,84.05405405405405,0.2702702702702703,0.0,0.2702702702702703,,,,,,
FAIRMONT NEIGHBORHOOD SCHOOL,NEW YORK,Bronx County,BRONX,10460.0,Public,0,0,11-City: Large,1,292,273,0.0,0.0,171.0,115.0,5.0,0.0,1.0,11.06,93.4931506849315,0.0,0.0,58.56164383561644,39.38356164383562,1.7123287671232876,0.0,0.3424657534246575,12X314,40.83416,-73.886971,Fairmont Neighborhood School,0.38,0.33
FAMILY LIFE ACADEMY CHARTER SCHOOL,NEW YORK,Bronx County,BRONX,10452.0,Public,1,0,11-City: Large,1,464,0,2.0,2.0,360.0,93.0,2.0,0.0,5.0,18.55,0.0,0.43103448275862066,0.43103448275862066,77.58620689655173,20.04310344827586,0.43103448275862066,0.0,1.0775862068965518,84X705,40.840247,-73.918591,Family Life Academy Charter School,0.43,0.39
FAMILY LIFE ACADEMY CHARTER SCHOOL II,NEW YORK,Bronx County,BRONX,10454.0,Public,1,0,11-City: Large,1,257,0,0.0,2.0,185.0,70.0,0.0,0.0,0.0,18.36,0.0,0.0,0.7782101167315175,71.98443579766537,27.237354085603112,0.0,0.0,0.0,84X233,40.81147,-73.925101,Family Life Academy Charter School II,0.33,0.43
FAMILY LIFE ACADEMY CHARTER SCHOOL III,NEW YORK,Bronx County,BRONX,10452.0,Public,1,0,11-City: Large,1,154,0,0.0,2.0,92.0,59.0,0.0,0.0,1.0,18.14,0.0,0.0,1.2987012987012987,59.74025974025974,38.311688311688314,0.0,0.0,0.6493506493506493,84X472,40.84026,-73.918671,Family Life Academy Charter School III,0.43,0.4
FAMILY SCHOOL (THE),NEW YORK,Bronx County,BRONX,10456.0,Public,0,0,11-City: Large,1,535,490,2.0,21.0,354.0,152.0,6.0,0.0,0.0,12.38,91.58878504672897,0.3738317757009346,3.925233644859813,66.16822429906543,28.41121495327103,1.1214953271028036,0.0,0.0,09X443,40.832056,-73.917687,The Family School,0.66,0.56
FANNIE LOU HAMER FREEDOM HIGH SCHOOL,NEW YORK,Bronx County,BRONX,10460.0,Public,0,0,11-City: Large,1,493,359,2.0,2.0,342.0,144.0,3.0,0.0,0.0,16.48,72.81947261663286,0.4056795131845842,0.4056795131845842,69.3711967545639,29.20892494929006,0.6085192697768762,0.0,0.0,12X682,40.831157,-73.885701,Fannie Lou Hamer Freedom High School,0.58,0.43
FANNIE LOU HAMER MIDDLE SCHOOL,NEW YORK,Bronx County,BRONX,10460.0,Public,0,0,11-City: Large,1,266,207,3.0,1.0,190.0,69.0,3.0,0.0,0.0,12.72,77.81954887218046,1.1278195488721803,0.37593984962406013,71.42857142857143,25.93984962406015,1.1278195488721803,0.0,0.0,12X286,40.831274,-73.886687,Fannie Lou Hamer Middle School,0.36,0.28
FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY,NEW YORK,Bronx County,BRONX,10473.0,Public,0,0,11-City: Large,1,276,241,3.0,8.0,190.0,68.0,4.0,0.0,3.0,14.44,87.31884057971014,1.0869565217391304,2.898550724637681,68.84057971014492,24.637681159420293,1.4492753623188406,0.0,1.0869565217391304,08X519,40.820919,-73.88068,,,
FIORELLO H LAGUARDIA HIGH SCHOOL,NEW YORK,New York County,NEW YORK,10023.0,Public,0,0,11-City: Large,0,2713,810,3.0,517.0,527.0,314.0,1199.0,0.0,153.0,20.43,29.856247696277183,0.11057869517139698,19.056395134537414,19.424990785108736,11.57390342793955,44.19461850350166,0.0,5.639513453741246,,,,,,
FLUSHING HIGH SCHOOL,NEW YORK,Queens County,FLUSHING,11354.0,Public,0,0,11-City: Large,1,1872,1236,22.0,354.0,1011.0,421.0,64.0,0.0,0.0,15.48,66.02564102564102,1.1752136752136753,18.91025641025641,54.006410256410255,22.48931623931624,3.418803418803419,0.0,0.0,25Q460,40.765047,-73.827761,Flushing High School,0.56,0.51
FLUSHING INTERNATIONAL HIGH SCHOOL,NEW YORK,Queens County,FLUSHING,11355.0,Public,0,0,11-City: Large,1,432,397,4.0,245.0,165.0,10.0,8.0,0.0,0.0,16.07,91.89814814814815,0.9259259259259258,56.71296296296296,38.19444444444444,2.314814814814815,1.8518518518518516,0.0,0.0,25Q263,40.760206,-73.81851,Flushing International High School,0.65,0.48
FOOD AND FINANCE HIGH SCHOOL,NEW YORK,New York County,NEW YORK,10019.0,Public,0,0,11-City: Large,1,416,345,2.0,19.0,218.0,168.0,9.0,0.0,0.0,15.36,82.9326923076923,0.4807692307692308,4.567307692307692,52.40384615384615,40.38461538461539,2.1634615384615383,0.0,0.0,02M288,40.765537,-73.992941,Food and Finance High School,0.51,0.56
FORDHAM HIGH SCHOOL FOR THE ARTS,NEW YORK,Bronx County,BRONX,10458.0,Public,0,0,11-City: Large,1,380,332,0.0,5.0,234.0,127.0,8.0,0.0,6.0,13.66,87.36842105263159,0.0,1.3157894736842104,61.578947368421055,33.421052631578945,2.1052631578947367,0.0,1.5789473684210527,10X437,40.859691,-73.888436,Fordham High School for the Arts,0.77,0.72
FORDHAM LEADERSHIP ACADEMY,NEW YORK,Bronx County,BRONX,10458.0,Public,0,0,11-City: Large,1,415,378,1.0,7.0,281.0,114.0,10.0,0.0,2.0,11.66,91.08433734939759,0.24096385542168677,1.6867469879518073,67.71084337349397,27.469879518072286,2.4096385542168677,0.0,0.48192771084337355,10X438,40.859691,-73.888436,Fordham Leadership Academy,0.61,0.57
FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,NEW YORK,Bronx County,BRONX,10455.0,Public,0,0,11-City: Large,1,114,98,2.0,1.0,79.0,30.0,1.0,0.0,1.0,8.16,85.96491228070175,1.7543859649122806,0.8771929824561403,69.2982456140351,26.31578947368421,0.8771929824561403,0.0,0.8771929824561403,,,,,,
