School Name_x,State Name,County Name,City,ZIP,School Type,Charter School,Magnet School,Urban-centric Locale,Title I Eligible,Total Students,FRL,American Indian/Alaska Native,Asian,Hispanic,Black,White,Other,Multi-Race,Pupil/Teacher Ratio,Percentage of FRL,Percentage of American Indian/Alaska Native,Percentage of Asian,Percentage of Hispanic,Percentage of Black,Percentage of White,Percentage of Other,Percentage of Multi-Race,DBN,Latitude,Longitude,School Name_y,Impact Score,Performance Score
TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,NEW YORK,Kings County,BROOKLYN,11208.0,Public,0,0,11-City: Large,1,1034,743,15.0,58.0,298.0,642.0,16.0,0.0,5.0,17.02,71.85686653771761,1.4506769825918762,5.609284332688588,28.820116054158607,62.0889748549323,1.5473887814313347,0.0,0.4835589941972921,19K615,40.678631,-73.875564,Transit Tech Career and Technical Education High School,0.46,0.47
UFT CHARTER SCHOOL,NEW YORK,Kings County,BROOKLYN,11207.0,Public,1,0,11-City: Large,1,346,0,3.0,6.0,63.0,274.0,0.0,0.0,0.0,14.41,0.0,0.8670520231213872,1.7341040462427744,18.20809248554913,79.1907514450867,0.0,0.0,0.0,84K359,40.660087,-73.885767,,,
UNION SQUARE ACADEMY FOR HEALTH SCIENCES,NEW YORK,New York County,NEW YORK,10003.0,Public,0,0,11-City: Large,1,418,331,1.0,62.0,230.0,99.0,19.0,0.0,7.0,13.93,79.18660287081339,0.23923444976076555,14.832535885167463,55.02392344497608,23.684210526315788,4.545454545454546,0.0,1.674641148325359,02M533,40.735504,-73.987439,Union Square Academy for Health Sciences,0.62,0.66
UNITY CENTER FOR URBAN TECHNOLOGIES,NEW YORK,New York County,NEW YORK,10016.0,Public,0,0,11-City: Large,1,299,262,0.0,16.0,184.0,82.0,11.0,0.0,6.0,21.87,87.62541806020067,0.0,5.351170568561873,61.53846153846154,27.424749163879596,3.678929765886288,0.0,2.0066889632107023,02M500,40.74651,-73.981051,Unity Center for Urban Technologies,0.63,0.6
UNITY PREPARATORY CHARTER SCHOOL OF BROOKLYN,NEW YORK,Kings County,BROOKLYN,11221.0,Public,1,0,11-City: Large,1,318,0,7.0,5.0,54.0,248.0,4.0,0.0,0.0,13.41,0.0,2.20125786163522,1.5723270440251573,16.9811320754717,77.9874213836478,1.257861635220126,0.0,0.0,,,,,,
UNIVERSITY HEIGHTS SECONDARY SCHOOL-BRONX COMMUNITY COLLEGE,NEW YORK,Bronx County,BRONX,10455.0,Public,0,0,11-City: Large,1,488,439,3.0,13.0,320.0,140.0,7.0,0.0,5.0,23.22,89.95901639344262,0.6147540983606558,2.663934426229508,65.57377049180327,28.688524590163933,1.4344262295081966,0.0,1.0245901639344261,,,,,,
UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,NEW YORK,New York County,NEW YORK,10002.0,Public,0,0,11-City: Large,1,341,298,1.0,95.0,140.0,92.0,11.0,0.0,2.0,14.85,87.3900293255132,0.2932551319648094,27.859237536656888,41.05571847507331,26.97947214076246,3.225806451612903,0.0,0.5865102639296188,01M448,40.712344,-73.984063,University Neighborhood High School,0.77,0.7
UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,NEW YORK,New York County,NEW YORK,10002.0,Public,0,0,11-City: Large,1,109,94,1.0,6.0,68.0,30.0,4.0,0.0,0.0,9.11,86.23853211009175,0.9174311926605505,5.5045871559633035,62.38532110091744,27.522935779816514,3.669724770642202,0.0,0.0,01M332,40.71321,-73.98597,University Neighborhood Middle School,0.56,0.45
UNIVERSITY PREP CHARTER HIGH SCHOOL,NEW YORK,Bronx County,BRONX,10455.0,Public,1,0,11-City: Large,1,400,0,1.0,5.0,257.0,135.0,2.0,0.0,0.0,12.12,0.0,0.25,1.25,64.25,33.75,0.5,0.0,0.0,84X393,40.814824,-73.912089,University Prep Charter High School,0.85,0.7
UPPER SCHOOL AT PS 25,NEW YORK,Kings County,BROOKLYN,11221.0,Public,0,0,11-City: Large,1,91,76,0.0,1.0,25.0,64.0,0.0,0.0,1.0,10.16,83.51648351648352,0.0,1.098901098901099,27.472527472527474,70.32967032967034,0.0,0.0,1.098901098901099,,,,,,
URBAN ACADEMY LABORATORY HIGH SCHOOL,NEW YORK,New York County,NEW YORK,10021.0,Public,0,0,11-City: Large,0,155,87,0.0,12.0,54.0,43.0,44.0,0.0,2.0,10.33,56.12903225806451,0.0,7.741935483870968,34.83870967741935,27.741935483870968,28.387096774193548,0.0,1.2903225806451613,02M565,40.765468,-73.959728,Urban Academy Laboratory High School,0.9,1.02
URBAN ACTION ACADEMY,NEW YORK,Kings County,BROOKLYN,11236.0,Public,0,0,11-City: Large,1,292,210,4.0,6.0,33.0,234.0,14.0,0.0,1.0,12.8,71.91780821917808,1.36986301369863,2.054794520547945,11.301369863013697,80.13698630136986,4.794520547945205,0.0,0.3424657534246575,18K642,40.64065,-73.898645,Urban Action Academy,0.31,0.34
URBAN ASSEMBLY ACADEMY FOR FUTURE LEADERS,NEW YORK,New York County,NEW YORK,10027.0,Public,0,0,11-City: Large,1,154,141,0.0,0.0,58.0,92.0,2.0,0.0,2.0,14.03,91.55844155844156,0.0,0.0,37.66233766233766,59.74025974025974,1.2987012987012987,0.0,1.2987012987012987,05M286,40.815605,-73.95569,Urban Assembly Academy for Future Leaders,0.51,0.38
URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,NEW YORK,New York County,NEW YORK,10002.0,Public,0,0,11-City: Large,1,337,264,1.0,20.0,167.0,136.0,13.0,0.0,0.0,14.14,78.33827893175074,0.2967359050445104,5.934718100890208,49.554896142433236,40.35608308605341,3.857566765578635,0.0,0.0,02M305,40.717383,-73.989427,"Urban Assembly Academy of Government and Law, The",0.55,0.55
URBAN ASSEMBLY BRONX ACADEMY OF LETTERS (THE),NEW YORK,Bronx County,BRONX,10451.0,Public,0,0,11-City: Large,1,590,529,0.0,4.0,389.0,181.0,13.0,0.0,3.0,13.64,89.66101694915254,0.0,0.6779661016949152,65.93220338983052,30.677966101694913,2.2033898305084745,0.0,0.5084745762711864,07X551,40.813653,-73.925944,The Urban Assembly Bronx Academy of Letters,0.32,0.23
URBAN ASSEMBLY BRONX ACADEMY OF LETTERS (THE),NEW YORK,Bronx County,BRONX,10451.0,Public,0,0,11-City: Large,1,590,529,0.0,4.0,389.0,181.0,13.0,0.0,3.0,13.64,89.66101694915254,0.0,0.6779661016949152,65.93220338983052,30.677966101694913,2.2033898305084745,0.0,0.5084745762711864,07X551,40.813653,-73.925944,The Urban Assembly Bronx Academy of Letters,0.33,0.31
URBAN ASSEMBLY FOR CIVIC ENGAGEMENT,NEW YORK,Bronx County,BRONX,10465.0,Public,0,0,11-City: Large,1,97,73,2.0,4.0,74.0,12.0,5.0,0.0,0.0,12.26,75.25773195876289,2.0618556701030926,4.123711340206185,76.28865979381443,12.371134020618557,5.154639175257731,0.0,0.0,,,,,,
URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,NEW YORK,New York County,NEW YORK,10019.0,Public,0,0,11-City: Large,1,479,338,4.0,51.0,247.0,140.0,25.0,0.0,12.0,14.57,70.56367432150313,0.8350730688935281,10.647181628392484,51.56576200417536,29.227557411273487,5.219206680584551,0.0,2.5052192066805845,02M507,40.763876,-73.990402,Urban Assembly Gateway School for Technology,0.61,0.6
URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,NEW YORK,New York County,NEW YORK,10027.0,Public,0,0,11-City: Large,1,109,103,0.0,3.0,31.0,74.0,1.0,0.0,0.0,8.38,94.4954128440367,0.0,2.7522935779816518,28.440366972477065,67.88990825688074,0.9174311926605505,0.0,0.0,,,,,,
URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,NEW YORK,Kings County,BROOKLYN,11201.0,Public,0,0,11-City: Large,1,477,383,2.0,22.0,68.0,340.0,38.0,0.0,7.0,14.56,80.29350104821803,0.41928721174004197,4.612159329140461,14.255765199161424,71.27882599580713,7.966457023060797,0.0,1.4675052410901468,13K527,40.694994,-73.988547,Urban Assembly Institute of Math and Science for Young Women,0.35,0.39
URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,NEW YORK,Kings County,BROOKLYN,11201.0,Public,0,0,11-City: Large,1,477,383,2.0,22.0,68.0,340.0,38.0,0.0,7.0,14.56,80.29350104821803,0.41928721174004197,4.612159329140461,14.255765199161424,71.27882599580713,7.966457023060797,0.0,1.4675052410901468,13K527,40.694994,-73.988547,Urban Assembly Institute of Math and Science for Young Women,0.37,0.5
URBAN ASSEMBLY MAKER ACADEMY,NEW YORK,New York County,NEW YORK,10038.0,Public,0,0,11-City: Large,1,199,154,1.0,19.0,101.0,49.0,19.0,0.0,10.0,12.63,77.38693467336684,0.5025125628140703,9.547738693467336,50.753768844221106,24.623115577889447,9.547738693467336,0.0,5.025125628140704,02M282,40.71125,-74.001651,Urban Assembly Maker Academy,0.6,0.6
URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,NEW YORK,New York County,NEW YORK,10004.0,Public,0,0,11-City: Large,1,429,257,4.0,10.0,207.0,92.0,100.0,0.0,16.0,13.89,59.90675990675991,0.9324009324009324,2.331002331002331,48.25174825174825,21.445221445221446,23.310023310023308,0.0,3.7296037296037294,02M551,40.690838,-74.02047,Urban Assembly New York Harbor School,0.41,0.5
URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE (THE),NEW YORK,Bronx County,BRONX,10457.0,Public,0,0,11-City: Large,1,622,581,4.0,4.0,400.0,210.0,4.0,0.0,0.0,12.18,93.40836012861736,0.6430868167202572,0.6430868167202572,64.30868167202573,33.762057877813504,0.6430868167202572,0.0,0.0,09X241,40.839597,-73.901899,"Urban Assembly School for Applied Math and Science, The",0.36,0.31
URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE (THE),NEW YORK,Bronx County,BRONX,10457.0,Public,0,0,11-City: Large,1,622,581,4.0,4.0,400.0,210.0,4.0,0.0,0.0,12.18,93.40836012861736,0.6430868167202572,0.6430868167202572,64.30868167202573,33.762057877813504,0.6430868167202572,0.0,0.0,09X241,40.839597,-73.901899,"Urban Assembly School for Applied Math and Science, The",0.37,0.42
URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE (THE),NEW YORK,Kings County,BROOKLYN,11208.0,Public,0,0,11-City: Large,1,153,109,3.0,15.0,51.0,70.0,7.0,0.0,7.0,17.21,71.24183006535948,1.9607843137254901,9.803921568627452,33.33333333333333,45.751633986928105,4.57516339869281,0.0,4.57516339869281,19K764,40.692988,-73.869113,The Urban Assembly School for Collaborative Healthcare,0.37,0.47
URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,NEW YORK,Kings County,BROOKLYN,11204.0,Public,0,0,11-City: Large,1,531,484,2.0,249.0,103.0,112.0,61.0,0.0,4.0,13.28,91.1487758945386,0.3766478342749529,46.89265536723164,19.397363465160076,21.092278719397363,11.487758945386064,0.0,0.7532956685499058,20K609,40.634838,-73.981976,Urban Assembly School for Leadership and Empowerment,0.37,0.55
URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,NEW YORK,Kings County,BROOKLYN,11204.0,Public,0,0,11-City: Large,1,531,484,2.0,249.0,103.0,112.0,61.0,0.0,4.0,13.28,91.1487758945386,0.3766478342749529,46.89265536723164,19.397363465160076,21.092278719397363,11.487758945386064,0.0,0.7532956685499058,20K609,40.634838,-73.981976,Urban Assembly School for Leadership and Empowerment,0.53,0.6
URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT (THE),NEW YORK,New York County,NEW YORK,10038.0,Public,0,0,11-City: Large,1,260,184,1.0,18.0,154.0,75.0,11.0,0.0,1.0,12.16,70.76923076923077,0.38461538461538464,6.923076923076923,59.23076923076923,28.846153846153843,4.230769230769231,0.0,0.38461538461538464,02M135,40.71125,-74.001651,The Urban Assembly School for Emergency Management,0.5,0.54
URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE (THE),NEW YORK,New York County,NEW YORK,10035.0,Public,0,0,11-City: Large,1,204,157,1.0,3.0,95.0,97.0,3.0,0.0,5.0,10.8,76.9607843137255,0.49019607843137253,1.4705882352941175,46.568627450980394,47.549019607843135,1.4705882352941175,0.0,2.450980392156863,05M157,40.80701,-73.938721,The Urban Assembly School for Global Commerce,0.29,0.25
URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS (THE),NEW YORK,New York County,NEW YORK,10024.0,Public,0,0,11-City: Large,1,339,314,3.0,6.0,222.0,94.0,11.0,0.0,3.0,12.86,92.62536873156341,0.8849557522123894,1.7699115044247788,65.48672566371681,27.728613569321535,3.2448377581120944,0.0,0.8849557522123894,03M402,40.785961,-73.974053,The Urban Assembly School for Green Careers,0.41,0.45
URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE (THE),NEW YORK,Kings County,BROOKLYN,11201.0,Public,0,0,11-City: Large,1,461,336,1.0,11.0,95.0,332.0,5.0,0.0,17.0,15.91,72.88503253796095,0.21691973969631237,2.386117136659436,20.607375271149674,72.0173535791757,1.0845986984815619,0.0,3.68763557483731,13K483,40.694994,-73.988547,The Urban Assembly School for Law and Justice,0.64,0.63
URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,NEW YORK,New York County,NEW YORK,10023.0,Public,0,0,11-City: Large,1,405,282,7.0,11.0,223.0,148.0,10.0,0.0,6.0,16.56,69.62962962962963,1.728395061728395,2.7160493827160495,55.06172839506173,36.54320987654321,2.4691358024691357,0.0,1.4814814814814816,03M307,40.774926,-73.985608,"Urban Assembly School for Media Studies, The",0.34,0.45
URBAN ASSEMBLY SCHOOL FOR MUSIC AND ART,NEW YORK,Kings County,BROOKLYN,11201.0,Public,0,0,11-City: Large,1,331,270,0.0,2.0,65.0,256.0,5.0,0.0,3.0,13.39,81.57099697885197,0.0,0.6042296072507553,19.637462235649547,77.34138972809667,1.5105740181268883,0.0,0.906344410876133,13K350,40.697374,-73.984724,Urban Assembly School of Music and Art,0.56,0.53
URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,NEW YORK,New York County,NEW YORK,10027.0,Public,0,0,11-City: Large,1,358,292,1.0,2.0,153.0,192.0,2.0,0.0,8.0,16.17,81.56424581005587,0.27932960893854747,0.5586592178770949,42.737430167597765,53.63128491620112,0.5586592178770949,0.0,2.2346368715083798,05M369,40.815449,-73.955337,Urban Assembly School for the Performing Arts,0.27,0.33
URBAN ASSEMBLY SCHOOL FOR THE URBAN ENVIRONMENT (THE),NEW YORK,Kings County,BROOKLYN,11206.0,Public,0,0,11-City: Large,1,81,70,1.0,0.0,36.0,44.0,0.0,0.0,0.0,13.59,86.41975308641975,1.2345679012345678,0.0,44.44444444444444,54.32098765432099,0.0,0.0,0.0,,,,,,
URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION,NEW YORK,Bronx County,BRONX,10460.0,Public,0,0,11-City: Large,1,564,406,1.0,7.0,391.0,152.0,10.0,0.0,3.0,13.02,71.98581560283688,0.1773049645390071,1.2411347517730498,69.32624113475178,26.95035460992908,1.773049645390071,0.0,0.5319148936170213,12X372,40.84376,-73.884191,,,
URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,NEW YORK,New York County,NEW YORK,10004.0,Public,0,0,11-City: Large,1,366,303,1.0,12.0,129.0,201.0,9.0,0.0,14.0,18.48,82.78688524590164,0.273224043715847,3.278688524590164,35.24590163934426,54.91803278688525,2.459016393442623,0.0,3.825136612021858,02M316,40.70546,-74.012871,,,
URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,NEW YORK,New York County,NEW YORK,10019.0,Public,0,0,11-City: Large,1,407,307,1.0,15.0,258.0,113.0,13.0,0.0,7.0,16.13,75.42997542997543,0.2457002457002457,3.6855036855036856,63.39066339066339,27.764127764127768,3.194103194103194,0.0,1.71990171990172,02M300,40.765537,-73.992941,"Urban Assembly School of Design and Construction, The",0.45,0.47
URBAN ASSEMBLY UNISON SCHOOL (THE),NEW YORK,Kings County,BROOKLYN,11238.0,Public,0,0,11-City: Large,1,151,132,0.0,23.0,23.0,100.0,4.0,0.0,1.0,10.82,87.41721854304636,0.0,15.2317880794702,15.2317880794702,66.22516556291392,2.6490066225165565,0.0,0.6622516556291391,13K351,40.684737,-73.960622,The Urban Assembly Unison School,0.41,0.35
URBAN DOVE TEAM CHARTER SCHOOL,NEW YORK,Kings County,BROOKLYN,11216.0,Public,1,0,11-City: Large,1,291,0,2.0,2.0,62.0,222.0,2.0,0.0,1.0,15.49,0.0,0.6872852233676976,0.6872852233676976,21.305841924398624,76.28865979381443,0.6872852233676976,0.0,0.3436426116838488,84K417,40.689698,-73.950782,Urban Dove Team Charter School,0.41,0.32
URBAN INSTITUTE OF MATHEMATICS,NEW YORK,Bronx County,BRONX,10465.0,Public,0,0,11-City: Large,1,285,215,0.0,13.0,167.0,43.0,61.0,0.0,1.0,13.96,75.43859649122807,0.0,4.56140350877193,58.59649122807018,15.087719298245613,21.403508771929825,0.0,0.3508771929824561,08X371,40.827112,-73.818346,Urban Institute of Mathematics,0.59,0.6
URBAN SCHOLARS COMMUNITY SCHOOL,NEW YORK,Bronx County,BRONX,10456.0,Public,0,0,11-City: Large,1,308,303,0.0,1.0,162.0,143.0,2.0,0.0,0.0,10.99,98.37662337662337,0.0,0.3246753246753247,52.5974025974026,46.42857142857143,0.6493506493506493,0.0,0.0,12X463,40.828589,-73.900182,Urban Scholars Community School,0.48,0.42
URBAN SCIENCE ACADEMY,NEW YORK,Bronx County,BRONX,10456.0,Public,0,0,11-City: Large,1,300,228,2.0,5.0,200.0,91.0,2.0,0.0,0.0,12.44,76.0,0.6666666666666667,1.6666666666666667,66.66666666666666,30.333333333333336,0.6666666666666667,0.0,0.0,09X325,40.82797,-73.91367,,,
VALIDUS PREPARATORY ACADEMY,NEW YORK,Bronx County,BRONX,10457.0,Public,0,0,11-City: Large,1,386,323,0.0,5.0,270.0,108.0,2.0,0.0,1.0,16.9,83.67875647668393,0.0,1.2953367875647668,69.94818652849742,27.979274611398964,0.5181347150259068,0.0,0.2590673575129534,09X263,40.839597,-73.901899,Validus Preparatory Academy,0.41,0.32
VAN SICLEN COMMUNITY MIDDLE SCHOOL,NEW YORK,Kings County,BROOKLYN,11207.0,Public,0,0,11-City: Large,1,303,246,2.0,6.0,86.0,203.0,6.0,0.0,0.0,16.95,81.1881188118812,0.6600660066006601,1.9801980198019802,28.38283828382838,66.996699669967,1.9801980198019802,0.0,0.0,19K654,40.660087,-73.885767,Van Siclen Community Middle School,0.33,0.22
VANGUARD HIGH SCHOOL,NEW YORK,New York County,NEW YORK,10021.0,Public,0,0,11-City: Large,1,463,334,5.0,27.0,270.0,114.0,31.0,0.0,16.0,14.51,72.13822894168467,1.079913606911447,5.831533477321814,58.31533477321814,24.622030237580994,6.695464362850973,0.0,3.455723542116631,02M449,40.765457,-73.959748,Vanguard High School,0.48,0.51
VERITAS ACADEMY,NEW YORK,Queens County,FLUSHING,11354.0,Public,0,0,11-City: Large,1,410,303,1.0,74.0,213.0,57.0,49.0,0.0,16.0,16.24,73.90243902439025,0.24390243902439024,18.048780487804876,51.951219512195124,13.902439024390246,11.951219512195122,0.0,3.902439024390244,25Q240,40.76487,-73.826801,Veritas Academy,0.51,0.56
VICTORY COLLEGIATE HIGH SCHOOL,NEW YORK,Kings County,BROOKLYN,11236.0,Public,0,0,11-City: Large,1,342,229,3.0,3.0,21.0,302.0,4.0,0.0,9.0,14.94,66.95906432748538,0.8771929824561403,0.8771929824561403,6.140350877192982,88.30409356725146,1.1695906432748537,0.0,2.631578947368421,18K576,40.633598,-73.91751,Victory Collegiate High School,0.43,0.43
VIDA BOGART SCHOOL FOR ALL CHILDREN (THE),NEW YORK,Bronx County,BRONX,10459.0,Public,0,0,11-City: Large,0,520,374,9.0,10.0,287.0,198.0,15.0,0.0,1.0,5.33,71.92307692307692,1.7307692307692308,1.9230769230769231,55.19230769230769,38.07692307692307,2.8846153846153846,0.0,0.19230769230769232,75X352,40.83163,-73.894241,,,
VILLAGE ACADEMY,NEW YORK,Queens County,FAR ROCKAWAY,11691.0,Public,0,0,11-City: Large,1,313,211,2.0,4.0,102.0,202.0,3.0,0.0,0.0,11.67,67.41214057507987,0.6389776357827476,1.2779552715654952,32.587859424920126,64.5367412140575,0.9584664536741214,0.0,0.0,27Q319,40.60394,-73.749851,Village Academy,0.59,0.47
VISTA ACADEMY,NEW YORK,Kings County,BROOKLYN,11208.0,Public,0,0,11-City: Large,1,340,309,3.0,14.0,224.0,93.0,6.0,0.0,0.0,17.12,90.88235294117646,0.8823529411764706,4.117647058823529,65.88235294117646,27.35294117647059,1.7647058823529411,0.0,0.0,19K661,40.677027,-73.883904,Vista Academy,0.49,0.51
VOICE CHARTER SCHOOL OF NEW YORK,NEW YORK,Queens County,LONG ISLAND CITY,11106.0,Public,1,0,11-City: Large,1,628,0,8.0,103.0,369.0,71.0,62.0,0.0,15.0,15.0,0.0,1.2738853503184715,16.401273885350317,58.75796178343949,11.305732484076433,9.872611464968154,0.0,2.388535031847134,84Q304,40.760256,-73.939747,VOICE Charter School of New York,0.6,0.46
VOYAGES PREP-SOUTH QUEENS,NEW YORK,Queens County,JAMAICA,11434.0,Public,0,0,11-City: Large,1,224,156,6.0,20.0,51.0,146.0,1.0,0.0,0.0,16.59,69.64285714285714,2.6785714285714284,8.928571428571429,22.767857142857142,65.17857142857143,0.4464285714285714,0.0,0.0,27Q261,40.67406,-73.782741,Voyages Prep - South Queens,0.85,0.88
VOYAGES PREPARATORY,NEW YORK,Queens County,ELMHURST,11373.0,Public,0,0,11-City: Large,1,223,161,0.0,21.0,146.0,42.0,13.0,0.0,1.0,16.54,72.19730941704036,0.0,9.417040358744394,65.47085201793722,18.83408071748879,5.829596412556054,0.0,0.4484304932735426,24Q744,40.74321,-73.871361,VOYAGES Preparatory,0.25,0.35
W E B DUBOIS ACADEMIC HIGH SCHOOL,NEW YORK,Kings County,BROOKLYN,11225.0,Public,0,0,11-City: Large,1,105,83,1.0,1.0,9.0,92.0,2.0,0.0,0.0,15.46,79.04761904761905,0.9523809523809524,0.9523809523809524,8.571428571428571,87.61904761904762,1.9047619047619049,0.0,0.0,17K489,40.669622,-73.955581,,,
W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,NEW YORK,Kings County,BROOKLYN,11207.0,Public,0,0,11-City: Large,1,502,421,2.0,8.0,143.0,341.0,4.0,0.0,4.0,13.04,83.86454183266933,0.398406374501992,1.593625498007968,28.48605577689243,67.92828685258964,0.796812749003984,0.0,0.796812749003984,19K660,40.673845,-73.896089,W. H. Maxwell Career and Technical Education High School,0.54,0.41
